name,player_positions,overall,potential,age,height,country
M. Grüll,"LM, ST, CAM, LW",75,75,26,182,Austria
G. Reyna,"RM, CAM, LM, RW",75,81,22,185,United States
A. Fransson,"CM, CDM",67,67,31,183,Sweden
J. Powell,"CM, CDM, CB",66,69,26,178,England
T. Iroegbunam,"CDM, CM",74,80,22,183,England
M. Majumdar,"ST, CDM",64,64,33,173,India
M. Ashimeru,"CM, CDM, CB",69,69,27,182,Ghana
J. Harrison,"RM, RW",74,74,28,175,England
Anuar,"RM, LM, CM, RB",69,69,30,174,Morocco
A. Behich,"LB, LM",67,67,34,173,Australia
L. Delap,ST,78,85,22,186,England
J. Teze,"RB, RM",76,80,25,183,Netherlands
J. Ponceau,"LM, CM, LW",74,78,24,170,France
L. Clarkson,"CAM, CM, CDM",70,77,23,175,England
H. Stengel,CM,68,68,29,180,Norway
Z. Aboukhlal,"CAM, RW, CM",74,79,25,179,Morocco
E. Wahi,ST,75,82,22,181,France
I. Gruev,"CDM, CM",74,77,25,185,Bulgaria
Savinho,"RW, LW, RM",82,87,21,176,Brazil
Gil Dias,"RM, RW, RB",70,70,28,185,Portugal
Leo Caldeirinha,"CAM, LM, CM",73,73,29,175,Brazil
K. Kozłowski,"CM, CAM, LM",70,80,21,182,Poland
Y. Benzia,"CAM, CM",72,72,30,179,Algeria
N. Hult,"LB, LM",70,70,35,173,Sweden
C. Bozdoğan,"CM, CDM",67,73,24,174,Germany
J. Portilla,"CDM, CM, CB",73,76,26,185,Colombia
R. Laryea,"RM, RB, LM",72,72,30,175,Canada
Yoon Bit Garam,"CM, CDM",67,67,35,178,Korea Republic
Lee Yeong Jae,"CM, RM, CDM",66,66,30,174,Korea Republic
A. Gilbey,"CAM, CM",65,65,30,183,England
A. Dennis,"CM, CDM",70,78,21,179,Nigeria
M. Ingvartsen,ST,74,74,29,182,Denmark
A. Belotti,ST,77,77,31,181,Italy
O. Arblaster,"CM, CDM, CAM",71,80,21,178,England
O. Abildgaard,"CM, CDM",70,70,29,192,Denmark
F. González Metilli,"CAM, CM, RM",73,73,28,179,Argentina
J. Castrop,"CM, CAM",70,79,21,177,Korea Republic
O. El Hilali,"RB, CB, RM",77,83,21,183,Morocco
E. Delprato,"RB, CB, RM",75,78,25,183,Italy
O. Karavaiev,"RB, RM, LB",73,73,33,175,Ukraine
N. Haas,"CM, CDM",68,68,29,181,Switzerland
R. Carrascal,"CM, CDM",70,70,32,173,Colombia
Dani Pacheco,"CDM, CM",67,67,34,173,Spain
A. Bassi,"CAM, ST, CM",70,70,27,173,Morocco
S. Boselli,"CB, RB",73,81,21,183,Uruguay
P. Ciss,"CDM, CM, CB",77,77,31,186,Senegal
G. Hein,"CAM, ST, RM, CM",76,76,28,170,France
Lucas Torró,"CDM, CM",78,78,30,190,Spain
Yeremy Pino,"RM, LM, LW, RW",80,88,22,172,Spain
P. Musa,ST,76,77,27,190,Croatia
B. Hlongwane,"RB, RM, RW",71,76,25,182,South Africa
R. Williams,"RW, ST, RM",69,69,31,173,Australia
R. Morishita,"CM, LM, RM, CAM",70,70,28,168,Japan
M. Bernauer,CB,69,72,27,186,France
Leonardo,ST,74,74,28,180,Brazil
Y. Minteh,"RM, RW",77,85,20,180,Gambia
E. Lee,"CM, ST, CAM",67,67,30,180,England
E. Kılınç,"LM, RM, LW",73,73,30,174,Turkiye
L. Stassin,ST,75,83,20,183,Belgium
M. Portanova,"CM, CAM, LW",69,74,25,183,Italy
Martim Neto,"CM, CDM, CAM",70,80,22,184,Portugal
A. McCann,"CM, CDM",70,75,25,176,Northern Ireland
Y. Diarra,"CM, CAM, ST",68,69,26,175,Mali
Ferran Jutglà,ST,75,75,26,175,Spain
Florentino,"CDM, CM, CB",80,83,25,184,Portugal
N. Pierozzi,"RB, RM",69,76,23,184,Italy
K. Yılmaz,"CDM, CM",70,75,24,178,Turkiye
N. Pisilli,"CM, CAM",72,84,20,180,Italy
A. Robertson,"CAM, CDM, CM",68,79,22,180,Australia
E. Thommy,"CAM, RW, CM",73,73,30,175,Germany
K. Smit,"CAM, CM, RM",72,87,19,180,Netherlands
D. Schnegg,"LB, LM",71,74,26,183,Austria
J. Elitim,"CM, CDM, CAM",69,69,26,173,Colombia
R. Cherki,"RW, RM, CAM",81,88,21,177,France
E. Galbraith,"RB, CAM, RM, CM",68,75,24,175,Northern Ireland
Marlon Gomes,"CM, CAM, CDM",71,83,21,184,Brazil
M. Barrow,"ST, LM, LW, CAM",78,79,26,183,Gambia
K. Linetty,"CDM, CM",73,73,30,175,Poland
I. Gómez,"CM, CAM, RM, CDM",70,70,28,167,Argentina
A. Weimann,"CAM, RM, ST, CM",70,70,33,178,Austria
J. Lindstrøm,"RM, LM, RW",75,78,25,182,Denmark
S. Coleman,"RB, RM",70,70,36,177,Republic of Ireland
R. Hack,"LM, LW, ST",77,77,26,178,Germany
M. Ricci,"CDM, CM",67,67,31,176,Italy
Marlion Simões,"LB, CM, LM",73,73,29,180,Brazil
T. Mitchell,"LB, LM",78,80,25,175,England
N. Tenaglia,"RB, CB",76,76,29,181,Argentina
T. Ladra,"CAM, CM",72,72,28,178,Czechia
A. Richardson,"CM, CDM",72,79,23,195,Morocco
K. Lund,"LB, LM",71,78,23,185,United States
A. Boiro,"LB, LM",73,82,23,183,Senegal
B. Linssen,"ST, CAM",69,69,34,170,Netherlands
M. Díaz,"CAM, CM",69,69,34,170,Argentina
Cedric Teguia,"RM, LM, LW, RW",69,78,23,180,Spain
Cafú,"CDM, CM, LM",68,68,32,185,Portugal
B. White,RB,83,83,27,185,England
A. Matos,"CM, CDM, CAM",65,78,20,178,England
L. Verstraete,"CDM, CM",70,75,26,186,Belgium
G. Pezzella,"LM, LB",71,71,27,187,Italy
S. van de Streek,"LM, RM, RB, LW",68,68,32,180,Netherlands
R. Pepi,ST,76,84,22,185,United States
C. Styles,"LB, LM, LW",70,75,25,170,Hungary
O. Bulut,"RB, RM",68,68,31,179,Turkiye
J. Larsson,"RM, ST, RW",72,72,28,175,Sweden
L. Paçarada,"LB, LM",72,72,30,184,Kosovo
L. Orellano,"LM, RW, RM, LW",73,76,25,170,Argentina
J. Gbamin,"CDM, CB, CM",68,68,29,186,Côte d'Ivoire
K. Antonsen,"CM, CB, CAM",66,66,30,172,Norway
M. Frese,"LB, CB, LM",69,69,27,179,Denmark
A. Fadera,"LM, LW",71,77,23,182,Gambia
Ahn Hyun Beom,"RB, RM",67,67,30,179,Korea Republic
M. Busch,"RB, CB, LB, RM",72,72,30,182,Germany
M. Greve,"RM, CM, LM, RB",70,70,30,186,Denmark
S. Moreo,"CAM, ST, CM",71,71,32,191,Italy
H. Maguire,CB,80,80,32,193,England
O. Zubkov,"RM, CAM, LM, RW",78,78,28,182,Ukraine
G. Chakvetadze,"LM, CAM, CM, LW",74,75,25,183,Georgia
M. Sellouki,"CM, RM, CAM",68,73,25,177,France
Maicol Pimenta,"CDM, CM, CAM",72,72,25,178,Brazil
C. Corvalán,"CB, LB, LM",73,73,36,179,Argentina
M. Ristić,"LB, LM",73,73,29,180,Serbia
D. Chambost,"CM, CAM",70,70,27,177,France
L. Rodríguez,"LB, LM",69,69,31,169,Argentina
K. Ehizibue,"RB, RM",73,73,30,189,Nigeria
A. Ståhl,"RB, LB, RM",68,68,30,187,Finland
R. Cole,"CM, CAM",65,66,27,178,England
C. Mouzakitis,"CM, CAM",71,86,18,175,Greece
D. Đoković,"CM, CDM",68,68,35,188,Croatia
J. Eccles,"CDM, CM, RM",70,76,25,181,England
D. Bakwa,"RM, RW",78,84,22,180,France
Escudero,LB,68,68,35,176,Spain
D. Boloca,"CM, CDM",74,74,26,188,Romania
F. Ballo-Touré,"LB, LM",72,72,28,182,Senegal
I. Amadou,"CDM, CM, CB",70,70,32,183,France
M. Al Buraik,"LB, RB, LM",70,70,32,173,Saudi Arabia
H. Contreras,"CM, CDM",68,68,36,172,Venezuela
Rúben Dias,CB,86,87,28,187,Portugal
R. Khadra,"CAM, LM, ST, CM",72,78,23,180,Germany
Y. Bonny,"ST, CAM",76,86,21,189,France
N. Domínguez,"CB, CDM",72,72,35,183,Argentina
J. Kuchta,"ST, RW, LW",73,73,28,185,Czechia
Nacho Fernández,"CB, LB, RB, LM",82,82,35,180,Spain
Oswaldinato,ST,81,81,29,184,Brazil
K. Sessa,"CM, CDM, RM",68,73,24,175,Germany
A. Morley,"CM, CDM",66,71,25,183,England
N. Sigur,"RB, CDM, RW, RM",70,79,21,180,Canada
Kaíqundo Calado,"RB, CDM, RM",75,75,29,184,Brazil
F. Krovinović,"CAM, CM",70,70,29,177,Croatia
Gabriel Paulista,CB,77,77,34,185,Brazil
J. Roche,"CM, CDM",70,75,24,191,Sweden
K. Nwakali,"CM, CDM, CB",67,68,27,184,Nigeria
P. Dorn,"RB, CM, RM, CAM",69,69,28,179,Germany
Gabriel,CB,88,88,27,190,Brazil
S. Dikmen,"CM, CDM",67,67,31,179,Turkiye
V. Poggi,"CM, CDM",70,79,22,171,Uruguay
F. Acerbi,CB,84,84,37,192,Italy
S. Hanca,"RM, CM, RB",66,66,33,182,Romania
D. van den Berg,"CM, CDM",67,72,25,185,Netherlands
J. Zapata,"CAM, CM, CDM",69,74,25,179,Colombia
R. Ibarra,"RM, RW, LM",70,70,34,175,Ecuador
J. Andersen,CB,78,78,29,192,Denmark
Jovane Cabral,"LW, ST, CM, LM",70,70,27,174,Cabo Verde
T. Bech,"ST, RW, CAM",68,75,23,189,Denmark
P. Hatzidiakos,CB,73,74,28,185,Greece
V. Bichakhchyan,"RM, RW",67,68,25,172,Armenia
Nono,"CM, LM, LW",64,64,34,165,Spain
Guridi,"CAM, CM",74,74,30,179,Spain
I. Vînă,"CM, RW, RM",68,68,30,180,Romania
N. Tripichio,"RB, CM, CDM",73,73,29,176,Argentina
Breno Bausa,"CDM, CM",70,70,29,176,Brazil
Óscar Valentín,"CDM, CM",78,78,30,177,Spain
Francés,"CB, RB, LB, RM",75,82,22,181,Spain
S. Medina,"LM, LB",68,71,25,178,Argentina
Kauã Abranches,"CAM, RM, RB, CM",72,72,29,177,Brazil
J. Durán,ST,79,86,21,187,Colombia
N. Powell,"CM, CAM, ST",65,65,31,183,England
B. Mumba,"LB, LM, RM",69,77,23,163,England
N. D'Agostino,"ST, RW, RM",70,71,27,175,Australia
S. Abdulhamid,"RB, RM",75,78,25,175,Saudi Arabia
A. Mandi,"CB, RB",75,75,33,186,Algeria
C. Leemans,"CM, CAM",68,68,29,189,Netherlands
M. Desler,"RB, RM",73,73,30,184,Denmark
G. Florentín,"CM, CAM",68,71,26,175,Argentina
Rogério,"LB, LM",73,74,27,178,Brazil
F. Carrizo,"CAM, LM, RM, CM",72,72,34,169,Argentina
J. Rowe,"LM, RM, LW",75,82,22,178,England
M. Luongo,"CDM, CM, CAM",72,72,32,176,Australia
Oier Zarraga,CM,71,72,26,175,Spain
Álex Centelles,"LB, LM",72,75,25,185,Spain
L. Travis,"CDM, CM",72,72,27,183,England
J. Le Douaron,"ST, LW, LM",74,74,27,189,France
A. Condé,"CM, CDM",67,67,28,173,Germany
E. Adamo,"RB, RM",68,69,26,177,Italy
C. Condé,"CM, CDM",69,74,24,184,Guinea
Zito Luvumbo,"ST, LM, CAM",71,78,23,174,Angola
M. Linnes,"RB, RM",72,72,33,177,Norway
Meseguer,"CM, CDM, ST",70,73,26,184,Spain
D. Lamkel Zé,"ST, LM, CAM",69,69,28,192,Cameroon
N. Mukau,"CDM, CM",74,83,20,186,Congo DR
C. Romero,CB,82,84,27,185,Argentina
R. Insua,"LB, LM",70,71,27,181,Argentina
F. Đuričić,"CAM, LM, CM",75,75,33,181,Serbia
Nicholas Aldair,ST,74,74,29,187,Brazil
D. Chavez,CM,68,69,27,175,Argentina
O. Norburn,"CM, CDM",65,65,32,185,Grenada
K. Stafylidis,"LB, RB, CB, LM",68,68,31,178,Greece
P. Fusi,CM,67,67,27,178,Italy
B. Kapustka,CM,72,72,28,180,Poland
J. Yueill,"CDM, CM",69,69,28,178,United States
L. Scales,CB,75,77,26,188,Republic of Ireland
K. Kesler-Hayden,"RB, LB, RM, LM",72,79,22,178,England
J. Walker,"CM, CAM",63,63,32,175,Scotland
Pietrson Mendes,"CAM, ST, CM",72,72,29,173,Brazil
V. Černý,"RM, RW",77,77,27,182,Czechia
L. Millar,"LM, LW",72,75,25,181,Canada
E. Krafth,"CB, RB, RM",73,73,30,184,Sweden
Hwang Ui Jo,"ST, CAM",71,71,32,185,Korea Republic
Y. Demoncy,"CAM, CM, CDM",69,69,29,181,France
M. Stroeykens,"CM, CAM",74,86,20,177,Belgium
Liziero,"CM, CDM",70,71,27,175,Brazil
J. Piotrowski,"CM, CDM",69,70,27,188,Poland
D. Tıknaz,"CDM, CM, CB",72,82,20,193,Turkiye
Iván Alejo,"RM, LM, RB, RW",68,68,30,184,Spain
T. Davies,"CM, CDM",70,71,27,180,England
M. Al Tamari,"RM, ST, LM, RW",75,75,28,178,Jordan
R. Rojas,"RB, CB, RM",71,71,29,176,Paraguay
Jofre,"RM, LM, RW",74,78,24,175,Spain
A. Budimir,ST,82,82,33,190,Croatia
M. Vydra,ST,74,74,33,180,Czechia
A. Muyl,"RM, RB, CM",68,68,29,180,United States
Riki,"CM, CDM, CB",70,71,27,175,Spain
Ba Dun,"RB, RM",67,67,29,181,China PR
Kike Pérez,CM,74,74,28,184,Spain
A. Tosin,ST,71,72,27,179,Benin
F. Zampano,"LB, RB, RM, LM",71,71,31,177,Italy
N. Al Dawsari,"CM, CDM, LB, CAM",68,71,26,178,Saudi Arabia
Roldão Riso,"CDM, CB, CM",69,69,29,177,Brazil
T. Nguen,"ST, LM, CAM",71,71,31,174,Norway
David Seijalbo,"CDM, CM",76,76,29,176,Brazil
L. Ugochukwu,"CDM, CM",73,82,21,191,France
Ander Guevara,"CDM, CM",76,77,27,180,Spain
D. Foulon,"LM, LB",72,73,26,180,Belgium
Tetê,"RM, RW",77,80,25,175,Brazil
F. Quignon,"CDM, CM",73,73,32,178,Argentina
D. Bradarić,"LB, LM",71,74,25,178,Croatia
L. Evans,"CM, CDM",67,67,30,185,Wales
G. Konan,"LB, LM",72,72,29,176,Côte d'Ivoire
J. Oosterwolde,"LB, CB",76,80,24,192,Netherlands
G. Nikas,"CM, CDM",67,69,25,188,Greece
N. Brown,"LB, LM",77,85,22,180,Germany
L. Tousart,"CDM, CM",74,75,28,185,France
M. Nalepa,"CM, CDM, CAM",66,66,30,170,Poland
Lino Essier,CB,74,74,29,183,Brazil
S. Denswil,"CB, LB",73,73,32,188,Suriname
E. Marcondes,"CM, CAM",70,70,30,182,Denmark
Ronaldo Vieira,"CM, CDM",68,68,26,178,England
Joel Pereira,"RB, RM",72,72,28,178,Portugal
D. Rossi,"CAM, ST",75,76,27,170,Uruguay
T. Tissoudali,ST,74,74,32,182,Morocco
I. Koné,CM,72,79,23,188,Canada
S. Fet,CM,70,70,28,177,Norway
Juli Piresinho,"RB, RM",74,76,25,180,Brazil
Dani Raba,"RM, ST, RW",76,76,29,184,Spain
Pablo Marín,"CM, CAM",73,84,21,178,Spain
G. Caprari,"CAM, ST, CM",74,74,31,176,Italy
L. Oppie,"LB, LM",68,74,23,184,Germany
J. Lotomba,RB,75,77,26,178,Switzerland
Rafa Mir,ST,72,72,28,191,Spain
Gerard Martín,"LB, CB, LM",74,82,23,186,Spain
D. Barlaser,"CDM, CM",70,71,28,184,England
C. Bassogog,"RM, RW, ST",70,70,29,173,Cameroon
E. Latte Lath,ST,73,76,26,176,Côte d'Ivoire
K. Sema,"LM, LB, LW",70,70,31,180,Sweden
A. Ildız,"CM, CAM, CDM",67,67,28,181,Turkiye
C. Metcalfe,"CM, CDM, RW, CAM",69,73,25,178,Australia
A. Lagos,"RB, RM",71,77,23,184,Argentina
J. Gelhardt,"ST, CAM, RM",70,77,23,175,England
B. Osborn,"CM, LB, CAM",68,68,30,176,England
Tete Morente,"LM, LW",72,72,28,184,Spain
A. Martínez,ST,78,78,32,176,Argentina
A. Dozzell,"CDM, CM",68,73,26,178,England
Puertas,"LM, CAM, LW",72,72,33,183,Spain
B. Wolski,"CM, CDM",69,69,28,174,Poland
S. Kawasaki,"CM, CDM, CAM",71,76,23,172,Japan
T. Romanczuk,"CDM, CM",71,71,33,186,Poland
F. Panák,CB,74,74,29,189,Czechia
C. Nieuwenhof,"CM, CDM",68,75,24,181,Australia
L. Cepeda,"LW, LM",72,81,22,177,Chile
S. Haller,ST,77,77,31,191,Côte d'Ivoire
M. Amougou,"CM, CDM",72,82,19,177,France
D. Holmes,"CAM, RM, CM",68,68,30,173,United States
D. Cissé,"CM, CDM",73,84,21,188,France
Manu Trigueros,"CM, LM, LW",71,71,33,178,Spain
M. Yamane,RB,72,72,31,178,Japan
M. Perrone,"CDM, CM",73,83,22,178,Argentina
A. Layouni,"RW, LW, RM",72,72,32,191,Tunisia
S. Mavididi,"LM, LW",75,75,27,182,England
D. Afolayan,"RW, LW, ST, RM",72,72,27,180,England
Pau Cubarsí,CB,82,88,18,184,Spain
A. Memić,"RM, LM, RW",72,74,24,176,Bosnia and Herzegovina
José Mirazar,"CAM, LM, LW, CM",74,74,29,180,Brazil
B. Bronico,"CM, CDM, CAM",69,69,30,173,United States
O. Moxon,"CM, CDM",66,67,27,186,England
A. Hatem,"CM, CDM",70,70,34,182,Qatar
Nam Tae Hee,"CM, RW, RM",67,67,33,174,Korea Republic
L. Gómez,"RB, CM, LB",70,70,29,163,Argentina
E. Gnahoré,"CDM, CM, CB",70,70,31,188,France
Y. Vertessen,"ST, LW, CAM",74,79,24,176,Belgium
F. Pizzini,"RM, LM, RW",70,70,31,180,Argentina
V. Atangana,"CDM, CM",73,83,19,173,France
Carreira,"RM, RB",75,78,24,170,Spain
B. Özcan,"CM, CDM, ST",69,70,27,178,Turkiye
V. Jurečka,"ST, LM, RM",70,70,31,182,Czechia
S. Thern,"CM, CAM",65,65,32,181,Sweden
Félix Correia,"LM, LW, RM",75,80,24,178,Portugal
L. Jović,ST,76,76,27,182,Serbia
M. Cancellieri,"RM, LM, LW, RW",72,79,22,180,Italy
A. Kutucu,"LM, ST, LW",69,72,25,181,Turkiye
Patric,CB,75,75,32,184,Spain
A. Bertaccini,"ST, CAM, LW, CM",75,80,24,173,Belgium
Hong Chul,"LB, LM",66,66,34,176,Korea Republic
J. van Overeem,"CM, CDM, CAM",70,70,31,181,Netherlands
G. Kerk,"RM, ST, LM, RW",72,72,29,183,Suriname
J. Veltman,"RB, RM",78,78,33,184,Netherlands
Clayton,ST,75,77,26,184,Brazil
G. Alanís,"RM, LM, RW",71,71,31,189,Argentina
X. Chavalerin,"CM, CDM, CAM",67,67,34,179,France
Joo Min Kyu,ST,74,74,35,183,Korea Republic
T. Kędziora,"CB, RB",75,75,31,183,Poland
W. Willumsson,"CAM, RM, CM",70,73,26,193,Iceland
G. Hairemans,"CAM, RW, CM",70,70,33,183,Belgium
L. de la Torre,"CM, CAM, LM",72,73,27,178,United States
A. Müller,"CDM, CM",70,74,24,173,Germany
M. Guéhi,CB,82,84,24,182,England
M. Ben Ouanes,"LB, RM, LM, RW",69,69,30,182,Tunisia
T. Martínez,"CM, CAM",70,70,30,170,Argentina
C. Ganea,"LB, LM, LW",68,68,33,175,Romania
Heitor Gesse,"LB, LM",72,72,29,178,Brazil
C. Forrester,"CM, CDM",66,66,32,180,Republic of Ireland
J. Escobar,"RB, CB",69,69,29,177,Paraguay
M. Praszelik,"CM, CAM, RM",67,74,24,184,Poland
F. Méndez,"CDM, CM, RM, CAM",71,76,25,171,Chile
F. Guilbert,RB,75,75,30,178,France
P. Ekwah,"CDM, CM",71,79,23,189,France
Matheus Jussa,"CDM, CM",71,71,29,183,Brazil
A. Reach,"LM, LB",66,66,32,185,England
A. Bedoya,"CM, CDM, CAM",69,69,38,178,United States
S. Pierotti,"RM, RW",70,76,24,189,Argentina
T. Boyd,"RM, LM, RW",68,68,30,183,United States
J. Thompson,"CM, CDM, LB",68,68,28,175,Northern Ireland
D. Rensch,"RB, CB",74,80,22,179,Netherlands
K. Mac Allister,CB,76,76,27,175,Argentina
S. Ingelsson,"CM, CAM, LM",68,69,27,189,Sweden
S. Verdi,"CAM, ST, CM",71,71,32,174,Italy
S. Skrzybski,"ST, CAM",72,72,32,175,Germany
S. Leach Holm,"CDM, CM",69,70,27,185,Sweden
Jonatão Praz,"LW, LM",78,78,25,172,Brazil
A. Pereira,"LB, RB, LM",70,73,25,186,Norway
Pedrildo Rocha,"LW, LM",71,71,29,174,Brazil
M. Fossey,"RB, RM",71,71,26,179,United States
C. Vega,"CM, CDM",68,68,31,178,Argentina
José Arnáiz,"LM, ST, LW",70,70,30,173,Spain
Ageu,"CM, CAM",69,74,23,181,Brazil
C. Wallem,"LM, CM, LB",70,73,25,180,Norway
Zé Pedro,CB,75,77,28,187,Portugal
R. Lundqvist,"CAM, CM, ST",67,67,28,183,Sweden
Matheus Oliveira,"CAM, ST, CM",71,72,27,173,Brazil
J. Mosqueira,"CDM, CM, CB",70,79,21,184,Argentina
J. Justvan,"CAM, CM, RM",73,74,27,178,Germany
J. Bos,"LB, LM",69,78,22,180,Australia
D. Wolfe,"LB, LM",73,78,23,185,Norway
C. Brittain,"RB, RM",72,73,27,179,England
L. Blondel,"RB, CM, RM",72,72,28,178,Switzerland
F. Tănase,"CAM, LW, ST, CM",70,70,30,185,Romania
J. Murphy,"LM, LW, RM",73,73,30,179,England
D. Pérez,"LB, LM",69,69,36,168,Argentina
L. Kerber,"CDM, CM",70,77,23,183,Germany
B. Atik,"LW, CAM, LM",72,72,30,169,Turkiye
J. Kubicki,"CDM, CM, CAM",69,69,29,180,Poland
Tiago Araújo,"LM, LB",69,73,24,184,Portugal
J. Stacey,"RB, RM",72,72,29,180,England
L. Palmiero,"CDM, CM",66,66,29,173,Italy
Y. de Lanlay,"CM, RW, CDM, RM",65,65,33,180,Norway
L. Stojković,"CAM, LW, RW, CM",70,80,21,182,Croatia
E. Llansana Beuse,"CDM, CM",72,79,24,183,Netherlands
G. Magnée,"LM, RM, RB, LB",70,73,25,175,Belgium
Abel Ruiz,ST,73,76,25,180,Spain
L. Flores,"CDM, CM",69,69,29,176,Venezuela
L. Kačavenda,"CAM, LM, CM",68,75,22,174,Croatia
K. Iheanacho,"ST, CAM",72,72,28,185,Nigeria
R. Haps,"LB, LM, LW",68,68,32,175,Suriname
W. Ferry,"LB, LM",69,74,25,173,Republic of Ireland
O. Kakabadze,"RB, RM",69,69,30,186,Georgia
E. Fernández,"CDM, CM",75,83,22,178,Argentina
S. Pontisso,CM,68,68,28,184,Italy
Yang Hyun Jun,"RW, LW, RM",70,79,23,176,Korea Republic
J. Kamiński,"LM, LW",74,79,23,179,Poland
K. Appin,"CM, CDM, CB",68,69,27,177,France
O. Traoré,"RB, RM",73,74,27,187,Germany
P. Vagić,"CB, CDM",71,77,25,188,Sweden
L. Abergel,"CDM, CM",75,75,32,170,France
Ł. Łakomy,"CM, CDM, CAM, CB",70,77,24,181,Poland
B. Stillhart,"CDM, RB, CB",66,66,31,177,Switzerland
J. Brekalo,"LM, LW, CAM",75,75,27,175,Croatia
K. Laba,ST,77,77,33,181,Togo
João Mendes,"LB, LM",72,77,25,179,Portugal
A. Phillips,"CM, CAM",66,67,27,180,England
C. O'Dowda,"LB, LM",68,68,30,180,Republic of Ireland
Jamiro Monteiro,"CAM, CM",69,69,31,175,Cabo Verde
J. García,"RB, RM",74,80,23,182,Argentina
Lee Soon Min,"CM, CDM, CB",67,67,31,177,Korea Republic
Alfa Semedo,"CDM, CM",70,71,27,190,Guinea-Bissau
R. Radunović,"LB, LM",70,70,33,183,Montenegro
L. Sinayoko,"ST, LM, CAM",74,77,25,186,Mali
P. Ruiz,"CM, CDM",70,73,26,172,Argentina
H. Massengo,"CDM, CM",72,78,23,175,France
L. Miley,CM,72,86,19,189,England
R. Ranftl,"RB, RM",71,71,33,180,Austria
K. McAteer,"RM, RW, CAM",71,76,23,177,Republic of Ireland
I. Price,"CM, CAM, LM",69,79,21,188,Northern Ireland
S. Cisse,"CM, RM, CDM, RW",73,80,24,177,Guinea
Paulson Junqueira,"LB, LM",73,73,29,177,Brazil
J. Ikoné,"RM, RW",76,76,27,175,France
L. Klostermann,"CB, RB",78,79,29,189,Germany
Aleñá,"RM, LM, CM, RW",73,73,27,180,Spain
Yuri Ribeiro,"LB, CB, LM",70,70,28,180,Portugal
K. Eriksen,"CAM, ST, CM",72,72,29,177,Norway
Nico Melamed,"LM, CAM, LW",73,79,24,173,Spain
L. Bucca,"CM, RW, CAM, RM",69,71,26,189,Argentina
B. Wiles,"CM, CAM, RM",67,70,26,175,England
A. May,"ST, CAM, CM",70,70,31,175,England
E. Ponce,ST,73,73,28,178,Argentina
D. Kryskiv,"CM, CDM",72,78,24,180,Ukraine
S. Baptiste,"CM, CDM",69,70,27,175,Grenada
B. Bolla,RB,69,74,25,180,Hungary
N. Woltemade,"ST, CAM",79,84,23,199,Germany
G. Maggiore,"CM, CDM",71,71,27,184,Italy
M. Odubajo,"RB, RM",71,71,31,178,England
E. Zhegrova,"RM, RW",79,80,26,180,Kosovo
M. Pellegrini,"LM, RM, LW",70,73,25,176,Argentina
L. Zanimacchia,"RM, RB, RW",72,72,26,178,Italy
F. Sakala,"LW, ST, RW, LM",75,75,28,178,Zambia
Iván Gil,"CM, LM, LW, CAM",71,76,25,168,Spain
A. Cardozo,"CDM, CM, CB",71,71,28,182,Argentina
E. Iyoha,"LB, LM, RB",69,69,27,191,Germany
I. Vassilev,"LM, CAM, RM, LW",68,74,24,173,United States
D. Johnsen,"ST, CAM",71,71,27,185,Norway
Gabri Martínez,"LM, RM, LW",73,81,22,185,Spain
S. Byram,"LB, RB, LM",72,72,31,183,England
D. Mitchell,"LM, CAM, LW",68,68,28,176,Jamaica
T. Baldanzi,"CAM, CM",75,81,22,170,Italy
P. Rommens,"CDM, CM",70,71,27,175,Belgium
E. Agbadou,CB,79,81,28,192,Côte d'Ivoire
Igor Jesus,ST,77,81,24,180,Brazil
A. Kuen,"LM, CAM, LW",68,68,30,175,Austria
S. Diakité,"RB, CB",70,75,25,186,Mali
Y. Medina,"LB, LW, LM",70,84,20,175,Ecuador
D. Vergara,"LW, RM, LM",74,74,28,175,Colombia
G. Docherty,"CDM, CM",66,66,28,177,Scotland
M. Bähre,"CM, CDM",66,66,29,179,Germany
M. Coco,"RB, RM, RW",70,70,29,184,France
Luan Sendeiro,"CDM, CM",70,70,29,181,Brazil
S. Mayulu,CM,75,85,19,183,France
Aldaír Ferreira,"CDM, CM",67,68,27,175,Angola
L. Sequeira,"CAM, CM, RW",69,78,22,172,Argentina
F. Peña Biafore,"CDM, CM, CB",70,78,24,180,Argentina
L. Daschner,"CAM, CM, ST",71,74,26,185,Germany
Rodrigo Muniz,ST,75,81,24,185,Brazil
F. Ebosele,"RM, RB, LM, RW",69,77,22,180,Republic of Ireland
G. Scamacca,ST,79,80,26,196,Italy
Suso,"RM, CAM, CM, RW",77,77,31,177,Spain
D. Johnson,"CAM, CM",68,68,32,174,Jamaica
F. Kaufmann,"CAM, CM, RM",67,67,32,181,Germany
M. Baradji,CM,68,73,24,182,France
M. Cauteruccio,ST,75,75,38,184,Uruguay
H. Toffolo,"LB, LM",71,71,29,183,England
S. Sydorchuk,"CDM, CM",69,69,34,189,Ukraine
M. Fixelles,"CDM, CM, RM",68,68,28,183,Belgium
Y. Kechta,"CM, CAM, CDM",73,80,23,174,Morocco
O. Fraulo,"CM, CDM, CAM",69,80,21,180,Denmark
L. Rota,"RB, RM",75,75,27,180,Greece
K. Arnstad,"CM, LW, CAM",68,75,21,171,Norway
P. Lavandeira,"CM, CAM",68,68,35,172,Uruguay
